,Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
472095,OP202598.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-11T00:00:00Z,BA.5.5,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-STM-PVH5ZS97Q,Severe acute respiratory syndrome-related coronavirus,29831,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-07-29
473294,OP208001.1,"Cox,R., Goodwin,G., Freeman,J., Godfrey,G.","CoV_South Carolina Dept. of Health & Environmental Control, South Carolina Dept. of Health & Environmental Control",USA,2022-08-11T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,,SC-COVID22-4076,Severe acute respiratory syndrome-related coronavirus,29693,"USA: SC, PICKENS",USA,SC,Homo sapiens,oronasopharynx,2022-08-01
474305,OP209514.1,"Roychoudhury,P., Greninger,A.L.","University of Washington, Laboratory Medicine and Pathology",USA,2022-08-11T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,,OR-UW-22072470213,Severe acute respiratory syndrome-related coronavirus,29498,USA: Oregon,USA,OR,Homo sapiens,,2022-07-24
476077,OP192141.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-10T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-QDX39413287,Severe acute respiratory syndrome-related coronavirus,29718,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-07-23
477455,OP193519.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-10T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,VA-CDC-QDX39569316,Severe acute respiratory syndrome-related coronavirus,29718,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-07-29
486048,OP181103.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-09T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-QDX39324649,Severe acute respiratory syndrome-related coronavirus,29718,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2022-07-21
490616,OP171165.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,WA-CDC-QDX39258764,Severe acute respiratory syndrome-related coronavirus,29726,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2022-07-18
490978,OP171527.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-08T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39258797,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-19
491625,OP174586.1,"Moline,D.R.","Orange County Public Health Laboratory submission group, Orange County Public Health Laboratory",USA,2022-08-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-OC-3468,Severe acute respiratory syndrome-related coronavirus,29724,USA,USA,,Homo sapiens,,2022-07-18
491858,OP175135.1,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-08-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,,CO-CDPHE-2103462930,Severe acute respiratory syndrome-related coronavirus,29456,USA,USA,,Homo sapiens,,2022-07-05
492450,OP175727.1,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-08-08T00:00:00Z,BF.5,4.1.3/1.17/v0.1.10/0.3.17,,CO-CDPHE-2103463803,Severe acute respiratory syndrome-related coronavirus,29450,USA,USA,,Homo sapiens,,2022-07-05
496501,OP165886.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-07T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,WV-CDC-LC0803676,Severe acute respiratory syndrome-related coronavirus,29630,USA: West Virginia,USA,WV,Homo sapiens,oronasopharynx,2022-07-18
501609,OP161573.1,"Garfin,J., Plumb,M., Pung,K., Namugenyi,S., Mondelli,A., Hwang,H., Weber,B., Wang,X.",,,2022-08-05T00:00:00Z,BA.5.5,4.1.3/1.17/v0.1.10/0.3.17,True,MN-MDH-28127,Severe acute respiratory syndrome-related coronavirus,29718,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2022-07-11
501923,OP162864.1,"Garrigues,J.M., Hemarajata,P., Green,N.M.",,,2022-08-05T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-LACPHL-AF12800,Severe acute respiratory syndrome-related coronavirus,29645,USA,USA,,Homo sapiens,,2022-07-08
505511,OP147280.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-NA7YNJAAY,Severe acute respiratory syndrome-related coronavirus,29850,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-07-19
506153,OP147922.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BF.10,4.1.3/1.17/v0.1.10/0.3.17,True,GA-CDC-STM-RSPYW3H7G,Severe acute respiratory syndrome-related coronavirus,29841,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2022-07-22
508090,OP154242.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39020570,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-13
508092,OP154244.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.5.5,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39215942,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-13
508455,OP154607.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,MO-CDC-QDX39124241,Severe acute respiratory syndrome-related coronavirus,29718,USA: Missouri,USA,MO,Homo sapiens,oronasopharynx,2022-07-14
509717,OP155869.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-QDX39167357,Severe acute respiratory syndrome-related coronavirus,29724,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-07-18
509865,OP156017.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39215490,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-18
509914,OP156066.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BF.10,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39168703,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-18
510261,OP156413.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-04T00:00:00Z,BA.4.1,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-QDX39214984,Severe acute respiratory syndrome-related coronavirus,29709,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-07-19
511310,OP158041.1,"Kumaravelu,P., Hodge,T., Vancil,A., Hymon,T., Baselski,V., Dukes,S., Torgbe,K.","University Clinical Health, UTMG Pathology LLC",USA,2022-08-04T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,,0-45203-4,Severe acute respiratory syndrome-related coronavirus,29441,"USA: Tennessee, Shelby County",USA,TN,Homo sapiens,oronasopharynx,2022-05-09
513163,OP138243.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-03T00:00:00Z,BA.5.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-QDX39168107,Severe acute respiratory syndrome-related coronavirus,29718,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-17
513204,OP138284.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-03T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-QDX39121882,Severe acute respiratory syndrome-related coronavirus,29718,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-07-17
517380,OP117608.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-02T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,OR-CDC-LC0792125,Severe acute respiratory syndrome-related coronavirus,29657,USA: Oregon,USA,OR,Homo sapiens,oronasopharynx,2022-07-13
518972,OP119200.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-02T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-LC0793969,Severe acute respiratory syndrome-related coronavirus,29443,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-19
521222,OP122783.1,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2022-08-02T00:00:00Z,BF.8,4.1.3/1.17/v0.1.10/0.3.17,True,MA-CDCBI-CRSP_O7QBHMXMFQUCMIQH,Severe acute respiratory syndrome-related coronavirus,29423,USA: Massachusetts,USA,MA,Homo sapiens,,2022-07-20
521543,OP123240.1,"Sheth,M., Nobles,S., Madden,J., Padilla,J., Burgin,A., Bentz,M., Burroughs,M., Cook,P., Paden,C.R., Batra,D., Knipe,K., Howard,D., Unoarumhi,Y., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Wentworth,D., Dugan,V., Lee,J.","Centers for Disease Control and Prevention, Biotechnology Core Facility Branch",USA,2022-08-02T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,PR-CDC-2-6210044,Severe acute respiratory syndrome-related coronavirus,29795,USA: PR,USA,PR,Homo sapiens,oronasopharynx,2022-06-21
523233,OP126463.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-02T00:00:00Z,BF.10,4.1.3/1.17/v0.1.10/0.3.17,True,MO-CDC-QDX39124142,Severe acute respiratory syndrome-related coronavirus,29718,USA: Missouri,USA,MO,Homo sapiens,oronasopharynx,2022-07-14
523874,OP127104.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-02T00:00:00Z,BA.4.1,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-QDX39122563,Severe acute respiratory syndrome-related coronavirus,29709,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-07-15
524331,OP127561.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-02T00:00:00Z,BA.5.5,4.1.3/1.17/v0.1.10/0.3.17,True,MD-CDC-QDX39121773,Severe acute respiratory syndrome-related coronavirus,29718,USA: Maryland,USA,MD,Homo sapiens,oronasopharynx,2022-07-16
525128,OP128371.1,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-08-02T00:00:00Z,B.1.1.529,4.1.3/1.17/v0.1.10/0.3.17,True,UT-UPHL-220725325281,Severe acute respiratory syndrome-related coronavirus,29744,USA,USA,,Homo sapiens,,2022-06-01
526068,OP129313.1,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-08-02T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,UT-UPHL-220722460362,Severe acute respiratory syndrome-related coronavirus,29758,USA,USA,,Homo sapiens,,2022-06-29
526950,OP130210.1,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-08-02T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,UT-UPHL-220718048819,Severe acute respiratory syndrome-related coronavirus,29757,USA,USA,,Homo sapiens,,2022-07-05
